pr_id,pr_number,pr_html_url,title,state,is_draft,user_login,repo_full_name,base_branch,head_branch,created_at,updated_at,closed_at,merged_at,matched_keywords,body_snippet,comments,review_comments,commits,additions,deletions,changed_files,mergeable_state
456676243,1199,https://github.com/AMReX-Codes/amrex/pull/1199,Optimization of regrid,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,regrid_opt,2020-07-25T22:35:54Z,2020-08-03T20:16:56Z,2020-08-03T20:16:50Z,2020-08-03T20:16:50Z,optimiz | optimization,"New BoxList::maxSize function that keeps Boxes after chopping in an order that is easy to merge them
back into original Box.

New BoxList::order_simplify function that assumes the BoxList is in the order that we only need to
search the next Box in the list.

Minor optimization of BoxList::intersect.

Cache simplified BoxList inside BoxArray.",0,0,2,169,134,6,unknown
462434291,1224,https://github.com/AMReX-Codes/amrex/pull/1224,Optimization of FPinfo and complementIn,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,complementin,2020-08-03T22:51:05Z,2020-08-04T16:21:03Z,2020-08-04T16:20:58Z,2020-08-04T16:20:58Z,optimiz | optimization,"## Summary

Use simplified BoxArray in FPinfo and parallelize FPinfo.  Add parallel version of
BoxList::parallelComplementIn and use it in AmrMesh::MakeNewGrids.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely to significantly affec",1,3,1,461,208,12,unknown
462884341,1227,https://github.com/AMReX-Codes/amrex/pull/1227,Optimization of the construction of SFC,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,morton,2020-08-04T16:48:25Z,2020-08-04T23:13:46Z,2020-08-04T23:12:51Z,2020-08-04T23:12:50Z,optimiz | optimization,"## Summary

The Morton numbers are explicitly computed and stored in SFCTokens.  This
speeds up the sorting in making space filling curve significantly.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely to significantly affect the res",1,0,1,168,108,2,unknown
463609057,1231,https://github.com/AMReX-Codes/amrex/pull/1231,Use rvalues for functions that take callables,closed,False,atmyers,AMReX-Codes/amrex,development,rvalue_callable,2020-08-05T19:53:54Z,2020-08-05T20:23:10Z,2020-08-05T20:23:10Z,2020-08-05T20:23:10Z,performance,"There is no downside to doing it this way, and it may have better performance for some compilers / situations, although tests on Summit did not see a noticeable change.

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely to significantly affect the result",0,0,1,10,8,6,unknown
476750689,1322,https://github.com/AMReX-Codes/amrex/pull/1322,Initial implementation of timemory,closed,False,jrmadsen,AMReX-Codes/amrex,development,timemory,2020-09-01T01:34:55Z,2021-07-08T04:34:16Z,2021-07-08T04:34:15Z,,performance,"## Summary

This PR adds support for timemory. [Timemory](https://github.com/NERSC/timemory) is a toolkit developed at NERSC for creating customized performance measurement and analysis frameworks and tools. This PR effectively builds in:

- Several marker APIs for external profiling tools (TAU, Caliper, LIKWID, etc.)
- Control over several external profilers (gperftools, CrayPAT, Allinea-MAP",1,0,4,958,190,12,dirty
478267254,1332,https://github.com/AMReX-Codes/amrex/pull/1332,More on Gpu kernel fusing,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,fusing,2020-09-03T00:43:20Z,2020-09-21T15:33:16Z,2020-09-21T15:33:11Z,2020-09-21T15:33:11Z,optimiz | performance,"## Summary

* Add Gpu::KernelInfo argument to ParallelFor to allow the user to indicate
  whether the kernel is an candidate for fusing.

* For MFIter, if the local size is less or equal to 3, the fuse region is
  turned on and small kernels marked fusable will be fused.

* Add launch macros for fusing.

* Add fusing to a number of functions used by linear solvers.  Note that
  there ar",2,10,3,1309,428,24,unknown
480295729,1345,https://github.com/AMReX-Codes/amrex/pull/1345,No inline for assertion,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,noinline_assertion,2020-09-04T23:54:14Z,2020-09-05T00:39:18Z,2020-09-05T00:27:41Z,2020-09-05T00:27:41Z,performance,"## Summary

It is recommended that assertion calls on device are not inlined because
of performance issues.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely to significantly affect the results of downstream AMReX users
- [ ] are des",0,0,1,85,75,4,unknown
491880232,1399,https://github.com/AMReX-Codes/amrex/pull/1399,Update dpcpp flags,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,dpcpp/flags,2020-09-23T15:54:17Z,2020-11-03T20:51:37Z,2020-09-23T17:31:11Z,2020-09-23T17:31:11Z,optimiz | optimization,"## Summary

* -fsycl-unnamed-lambda is enabled by default now.  So we do not need to
   pass the flag anymore.

* Early optimizations are enabled by default in beta09.  This makes a lot of
  tests crash.  So we disable it with -fno-sycl-early-optimizations.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] cha",1,0,1,13,3,2,unknown
146045063,144,https://github.com/AMReX-Codes/amrex/pull/144,Base: add support for querying Process Management Interface (PMI),closed,False,bcfriesen,AMReX-Codes/amrex,development,add_pmi_support,2017-10-11T19:50:08Z,2017-10-11T23:28:00Z,2017-10-11T20:59:56Z,2017-10-11T20:59:56Z,latency | optimiz | optimization,"PMI is available on Cray systems and provides information about the topology of
the job on the network. One can use this information to apply optimizations at
run time which exploit higher bandwidth, lower-latency connections between
particular groups of processes on the network.

PMI support is disabled by default, and can be activated by setting
USE_PMI=TRUE in the makefile.",2,0,3,112,0,4,unknown
501702507,1448,https://github.com/AMReX-Codes/amrex/pull/1448,HDF5 plotfile write bug fix and performance improvement,closed,False,houjun,AMReX-Codes/amrex,development,development,2020-10-12T17:10:39Z,2020-10-15T05:11:44Z,2020-10-13T19:14:51Z,2020-10-13T19:14:50Z,optimiz | optimization | performance,"## Summary
- Fix a bug that causes incorrect HDF5 plotfile data write with Tutorials/Basic/HeatEquation_EX1_C example code (after changing it to use HDF5 write API)
- Add additional HDF5 write optimizations

## Additional background

## Checklist

The proposed changes:
- [x ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test s",1,0,4,175,91,3,unknown
146087312,145,https://github.com/AMReX-Codes/amrex/pull/145,PMI: change computation of unique groups/chassis/slots from unordered_set to vector,closed,False,bcfriesen,AMReX-Codes/amrex,development,pmi_fixes,2017-10-11T23:42:34Z,2017-10-11T23:45:39Z,2017-10-11T23:45:39Z,2017-10-11T23:45:39Z,performance,This has better performance for large arrays.,0,0,1,17,7,1,unknown
510389617,1483,https://github.com/AMReX-Codes/amrex/pull/1483,Divergence Free Stencil and API,closed,False,kngott,AMReX-Codes/amrex,development,kngott/face_divfree,2020-10-27T00:41:23Z,2020-12-14T21:51:14Z,2020-12-14T21:51:14Z,2020-12-14T21:51:14Z,performance,"## Summary

API for multi-dimensional, face-based, coarse-to-fine interpolation (InterpFromCoarse and FillPatchTwoLevels). Includes a variation of Vanella et. al. stencil (doi:10.1016/j.jcp.2010.05.003, section 3.2), but instead of interpolating from a far coarse cell to solve interior closure problem (highly biased result dependent on chosen coarse cell), this uses least squares with initial gu",6,10,63,1754,14,16,unknown
148784117,152,https://github.com/AMReX-Codes/amrex/pull/152,"Create a dimension agnostic, multi-component filcc",closed,False,maximumcats,AMReX-Codes/amrex,development,filcc,2017-10-25T21:20:17Z,2017-10-26T23:18:46Z,2017-10-26T23:18:35Z,2017-10-26T23:18:35Z,performance,"This version of filcc is both dimension agnostic, and works over an arbitrary number of components. It gives the same results as the dimensionful versions of filcc. It will be necessary for performance reasons to use a version like this on the GPU.

This also applies the new filcc to amrex_fab_filcc.",12,0,3,962,11,1,unknown
538646241,1636,https://github.com/AMReX-Codes/amrex/pull/1636,Constant coefficient MacProjector,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,const_beta_mac,2020-12-13T01:19:47Z,2020-12-14T18:21:35Z,2020-12-14T18:19:52Z,2020-12-14T18:19:52Z,optimiz | optimization,"## Summary

Optimization of constant coefficient MAC projection by using constant
coefficient Poisson solver.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely to significantly affect the results of downstream AMReX users
- [ ] are d",1,0,1,151,60,3,unknown
151238775,165,https://github.com/AMReX-Codes/amrex/pull/165,EB updates,closed,False,bcfriesen,AMReX-Codes/amrex,development,EB_updates,2017-11-07T21:58:28Z,2017-11-18T04:45:00Z,2017-11-18T04:44:59Z,2017-11-18T04:44:59Z,optimiz,"These commits attempt to optimize some of the EB neighbor cell computations. Switching the Combustor code from calling `get_neighbor_cells()` to `get_neighbor_cells_int_single()` yielded a 22% speedup in overall time step execution time on KNL, using 64 MPI processes on 1 node, with a 256^3 grid decomposed into 64^3 boxes. This was due entirely to vectorization of the (i,j,k) loop in the `eb_diff_",3,0,3,42,39,2,unknown
542879040,1663,https://github.com/AMReX-Codes/amrex/pull/1663,FaceLinear fused interpolater variation (with performance comparison!),closed,False,kngott,AMReX-Codes/amrex,development,interp_compare,2020-12-19T05:15:23Z,2020-12-21T22:36:17Z,2020-12-21T22:36:17Z,2020-12-21T22:36:17Z,performance,"## Summary
Add a `interp_arr` version of `FaceLinear` to test generality of the new API (and performance comparison, as `FaceDivFree `stencil can't be used in regular API for comparison). Also includes a bit of `interp_arr` cleanup.

## Additional background
* Based on summit tests (1 rank/GPU), new ""fused"" `FillPatchTwoLevels` is always equal or better than the old ""reg"" (~15-30%) [final colu",0,0,1,137,35,2,unknown
545448150,1690,https://github.com/AMReX-Codes/amrex/pull/1690,Optimization of MLCellLinOp::applyBC,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,applybc,2020-12-24T19:08:55Z,2020-12-26T20:20:06Z,2020-12-26T20:20:01Z,2020-12-26T20:20:01Z,optimiz | optimization,"## Summary

Launch one kernel per box to work on all faces and all components.  If the
number of boxes exceeds the kernel fusing threshold, the kernels from all
boxes will be fused.

## Checklist

The proposed changes:
- [ ] fix a bug or incorrect behavior in AMReX
- [ ] add new capabilities to AMReX
- [ ] changes answers in the test suite to more than roundoff level
- [ ] are likely t",1,2,8,465,163,7,unknown
547120833,1692,https://github.com/AMReX-Codes/amrex/pull/1692,Optimized function for filling BaseFab of GpuArray,closed,False,WeiqunZhang,AMReX-Codes/amrex,development,fill_aos,2020-12-30T23:36:38Z,2021-01-03T18:12:08Z,2021-01-03T18:12:04Z,2021-01-03T18:12:04Z,optimiz,"## Summary

Add amrex::fill for BaseFab of GpuArray (a.k.a. AoS).  The GPU
implementation uses shared memory.  Tests show it's more than 10x faster
than a naive implementation for GpuArray<Real,27>.

Also added are a few functions in DPC++ so that I do not have to look up the
documentation every time I need to use things like threadIdx and blockIdx.

## Checklist

The proposed changes:",0,0,1,99,2,4,unknown
199065933,279,https://github.com/AMReX-Codes/amrex/pull/279,Update makefile for NREL site to get higher vectorization from the Intel compiler,closed,False,jrood-nrel,AMReX-Codes/amrex,development,update_nrel_makefile,2018-07-03T19:45:40Z,2018-07-03T19:57:29Z,2018-07-03T19:57:29Z,2018-07-03T19:57:29Z,performance,"Our main Peregrine machine at NREL has three generations of nodes, and this targets Haswell and Ivybridge with ""fat binaries"" that will use the highest level of vectorization for each target, which was not happening by default for us. This allows for fairly large gains in performance for our PeleC application when running on our newest Haswell nodes.",0,0,1,12,0,1,unknown
239987390,388,https://github.com/AMReX-Codes/amrex/pull/388,Bunch of changes to support MLMG performance analysis and tuning,closed,False,cychan-lbnl,AMReX-Codes/amrex,development,cy-perf,2018-12-19T21:59:05Z,2019-02-07T19:18:38Z,2019-01-09T00:54:02Z,2019-01-09T00:54:02Z,performance,,12,0,30,1157,89,22,unknown
277119274,476,https://github.com/AMReX-Codes/amrex/pull/476,[WIP] Adding CUDA graph support to FillBoundary,closed,False,kngott,AMReX-Codes/amrex,development,kngott/cudaGraphs,2019-05-08T19:13:35Z,2019-06-04T16:36:28Z,2019-06-04T16:36:28Z,2019-06-04T16:36:28Z,optimiz | optimization,"First draft of CUDA graph support from CUDA 10 into FillBoundary.
WIP Pull Request for exploration and testing.
-------------------------------------------------
Features:
- Multiple CUDA graph tests are available in Tests/CudaGraphs/GraphBoundary.
- Multiple changes to CUDA Device and other objects to make easier integration.
- Gpu::inGraphRegion static variable added to allow selective gra",0,2,130,2564,64,36,unknown
409148284,808,https://github.com/AMReX-Codes/amrex/pull/808,Async I/O,closed,False,kngott,AMReX-Codes/amrex,development,kngott/async-pr,2020-04-26T20:01:18Z,2020-05-01T22:42:49Z,2020-05-01T22:10:10Z,2020-05-01T22:10:10Z,performance,"Async I/O
========
Infrastructure for multiple simultaneous asynchronous outputs of MultiFabs and Plotfiles. Should be easily extendable to other outputs, app specific outputs, and under useful circumstances, inputs (e.g. time-varying BCs, stored in input files?) Includes tests, confirmed working on CPU and GPU using fcompare and diffmultifab, and example integration into GPU HeatEquation tutori",5,21,13,1730,79,19,unknown
421656109,927,https://github.com/AMReX-Codes/amrex/pull/927,Atomics: Constify Wrapper,closed,False,ax3l,AMReX-Codes/amrex,development,topic-constRestrictAtomicWrappers,2020-05-22T00:44:44Z,2020-05-27T16:35:12Z,2020-05-27T14:09:06Z,2020-05-27T14:09:06Z,performance,"Just improves [const correctness](https://isocpp.org/wiki/faq/const-correctness) in wrapper functions for atomics.

~~Add restrict hints as well as const correctness to wrappers for atomics.~~

See if this addresses a performance issue we see in WarpX depositions for single precision.
Result: with `cuda/10.1.243` on Summit, it did not.",6,21,2,34,34,1,unknown
426360569,964,https://github.com/AMReX-Codes/amrex/pull/964,CMake CUDA: Cleanups & CCache,closed,False,ax3l,AMReX-Codes/amrex,development,cmake-cudaCleanup,2020-06-02T05:33:50Z,2020-06-08T22:55:36Z,2020-06-02T19:52:14Z,2020-06-02T19:52:14Z,performance,"- gencode: use no-space syntax; this confuses/breaks with CCache<4.0 (all available releases today) and is complicating deduplication operations on lists (see e.g. https://github.com/alpaka-group/alpaka/pull/991)
- min. CXX standard in CUDA: technically the right thing to set this as well for the CMake CUDA C++ language

Now AMReX + CMake 3.17 + CUDA works with [CCache 3.7.9](https://ccache.dev",0,4,2,7,2,2,unknown
